,ID,checkpoints,started,time taken,grade,semester
0,14772,1,2021-02-05 08:49:00,13 mins 58 secs,1,Sp21 - 001
1,75683,1,2021-02-05 08:59:00,55 mins 3 secs,0,Sp21 - 001
2,16144,1,2021-02-05 14:14:00,38 mins 31 secs,0,Sp21 - 001
3,68658,1,2021-02-05 14:17:00,34 mins 5 secs,1,Sp21 - 001
4,17830,1,2021-02-05 17:06:00,15 mins 58 secs,0,Sp21 - 001
5,62252,1,2021-02-05 20:16:00,24 mins 4 secs,0,Sp21 - 001
6,32314,1,2021-02-06 10:09:00,25 mins 32 secs,0,Sp21 - 001
7,19343,1,2021-02-06 10:20:00,14 mins 51 secs,1,Sp21 - 001
8,57725,1,2021-02-06 15:42:00,24 mins 17 secs,0,Sp21 - 001
9,62783,1,2021-02-06 19:35:00,13 mins 24 secs,1,Sp21 - 001
10,36585,1,2021-02-07 09:16:00,15 mins 53 secs,0,Sp21 - 001
11,47088,1,2021-02-07 10:25:00,26 mins 41 secs,0,Sp21 - 001
12,97692,1,2021-02-07 10:42:00,13 mins 59 secs,1,Sp21 - 001
13,46516,1,2021-02-07 13:21:00,18 mins 44 secs,0,Sp21 - 001
14,44661,1,2021-02-07 14:43:00,36 mins 4 secs,1,Sp21 - 001
15,17830,1,2021-02-07 23:09:00,32 mins 33 secs,1,Sp21 - 001
16,96431,1,2021-02-08 09:42:00,29 mins 12 secs,0,Sp21 - 001
17,32314,1,2021-02-08 17:01:00,16 mins 58 secs,1,Sp21 - 001
18,26815,1,2021-02-08 18:33:00,34 mins 3 secs,0,Sp21 - 001
19,57725,1,2021-02-09 14:40:00,12 mins 4 secs,0,Sp21 - 001
20,88009,1,2021-02-09 19:52:00,22 mins 35 secs,1,Sp21 - 001
21,47088,1,2021-02-10 08:01:00,1 hour 1 min,1,Sp21 - 001
22,31085,1,2021-02-10 18:45:00,35 mins 55 secs,1,Sp21 - 001
23,57894,1,2021-02-10 19:00:00,22 mins 42 secs,1,Sp21 - 001
24,13358,1,2021-02-10 19:13:00,9 mins 5 secs,1,Sp21 - 001
25,38687,1,2021-02-10 19:51:00,37 mins 45 secs,0,Sp21 - 001
26,77508,1,2021-02-10 20:29:00,27 mins 44 secs,0,Sp21 - 001
27,58151,1,2021-02-10 20:52:00,14 mins 23 secs,1,Sp21 - 001
28,75683,1,2021-02-11 20:20:00,49 mins 5 secs,0,Sp21 - 001
29,46516,1,2021-02-11 21:02:00,7 mins 54 secs,1,Sp21 - 001
30,78555,1,2021-02-11 21:54:00,25 mins 22 secs,1,Sp21 - 001
31,38873,1,2021-02-11 22:10:00,38 mins 2 secs,0,Sp21 - 001
32,98539,1,2021-02-12 15:51:00,18 mins 59 secs,1,Sp21 - 001
33,18832,1,2021-02-12 18:38:00,28 mins 22 secs,0,Sp21 - 001
34,29436,1,2021-02-12 19:16:00,14 mins 42 secs,1,Sp21 - 001
35,83943,1,2021-02-12 21:22:00,25 mins 42 secs,0,Sp21 - 001
36,36585,1,2021-02-14 11:14:00,19 mins 58 secs,1,Sp21 - 001
37,26815,1,2021-02-15 16:29:00,21 mins 26 secs,1,Sp21 - 001
38,16144,1,2021-02-16 15:27:00,17 mins 40 secs,1,Sp21 - 001
39,75683,1,2021-02-17 10:53:00,40 mins 27 secs,1,Sp21 - 001
40,57725,1,2021-02-17 11:40:00,27 mins 32 secs,0,Sp21 - 001
41,38687,1,2021-02-18 20:00:00,31 mins 5 secs,1,Sp21 - 001
42,18832,1,2021-02-22 21:35:00,9 mins 13 secs,1,Sp21 - 001
43,57725,1,2021-03-11 17:03:00,35 mins 27 secs,1,Sp21 - 001
44,83943,1,2021-03-11 18:13:00,15 mins 1 sec,0,Sp21 - 001
45,83943,1,2021-03-27 18:14:00,45 mins 21 secs,1,Sp21 - 001
46,62252,1,2021-04-23 09:10:00,18 mins 36 secs,1,Sp21 - 001
47,96431,1,2021-05-04 20:15:00,23 mins 52 secs,1,Sp21 - 001
48,14772,2,2021-02-11 10:36:00,15 mins 22 secs,1,Sp21 - 001
49,68658,2,2021-02-11 12:41:00,16 mins 22 secs,0,Sp21 - 001
50,36585,2,2021-02-12 18:54:00,7 mins 31 secs,1,Sp21 - 001
51,62783,2,2021-02-12 20:22:00,11 mins 48 secs,1,Sp21 - 001
52,32314,2,2021-02-14 11:15:00,17 mins,1,Sp21 - 001
53,19343,2,2021-02-14 11:16:00,11 mins 33 secs,1,Sp21 - 001
54,97692,2,2021-02-14 12:24:00,6 mins 25 secs,1,Sp21 - 001
55,47088,2,2021-02-15 09:19:00,11 mins 49 secs,1,Sp21 - 001
56,17830,2,2021-02-15 15:01:00,12 mins 28 secs,1,Sp21 - 001
57,16144,2,2021-02-15 15:51:00,39 mins 30 secs,1,Sp21 - 001
58,75683,2,2021-02-16 14:06:00,1 hour 1 min,0,Sp21 - 001
59,29436,2,2021-02-16 20:43:00,26 mins 48 secs,1,Sp21 - 001
60,88009,2,2021-02-16 21:18:00,13 mins 46 secs,1,Sp21 - 001
61,38687,2,2021-02-17 12:34:00,59 mins 24 secs,1,Sp21 - 001
62,13358,2,2021-02-17 15:10:00,9 mins 33 secs,1,Sp21 - 001
63,57894,2,2021-02-17 16:10:00,17 mins 41 secs,0,Sp21 - 001
64,57725,2,2021-02-17 17:06:00,24 mins 17 secs,1,Sp21 - 001
65,44661,2,2021-02-17 20:38:00,20 mins 24 secs,1,Sp21 - 001
66,96431,2,2021-02-17 22:34:00,11 mins 40 secs,1,Sp21 - 001
67,58151,2,2021-02-17 22:40:00,9 mins 19 secs,1,Sp21 - 001
68,31085,2,2021-02-18 15:00:00,17 mins 10 secs,1,Sp21 - 001
69,46516,2,2021-02-18 15:48:00,7 mins 32 secs,0,Sp21 - 001
70,62252,2,2021-02-18 16:44:00,29 mins 37 secs,0,Sp21 - 001
71,78555,2,2021-02-18 17:42:00,26 mins 54 secs,1,Sp21 - 001
72,26815,2,2021-02-18 18:06:00,21 mins 26 secs,1,Sp21 - 001
73,77508,2,2021-02-18 20:47:00,13 mins 34 secs,1,Sp21 - 001
74,38873,2,2021-02-18 20:52:00,16 mins 10 secs,0,Sp21 - 001
75,83943,2,2021-02-18 21:46:00,9 mins 49 secs,1,Sp21 - 001
76,98539,2,2021-02-18 23:29:00,10 mins 39 secs,1,Sp21 - 001
77,68658,2,2021-02-21 20:21:00,10 mins 25 secs,1,Sp21 - 001
78,75683,2,2021-02-22 12:52:00,25 mins 20 secs,1,Sp21 - 001
79,18832,2,2021-02-22 21:14:00,18 mins 55 secs,1,Sp21 - 001
80,57894,2,2021-02-26 21:40:00,12 mins 41 secs,1,Sp21 - 001
81,62252,2,2021-04-11 21:29:00,16 mins 11 secs,1,Sp21 - 001
82,46516,2,2021-05-02 11:59:00,5 mins 20 secs,1,Sp21 - 001
83,14772,3,2021-02-16 08:57:00,6 mins 50 secs,1,Sp21 - 001
84,36585,3,2021-02-16 13:29:00,11 mins 56 secs,0,Sp21 - 001
85,68658,3,2021-02-16 14:37:00,5 mins 35 secs,1,Sp21 - 001
86,19343,3,2021-02-16 16:37:00,14 mins 20 secs,1,Sp21 - 001
87,32314,3,2021-02-16 18:32:00,20 mins 3 secs,1,Sp21 - 001
88,13358,3,2021-02-17 15:21:00,17 mins 57 secs,0,Sp21 - 001
89,38687,3,2021-02-18 12:32:00,41 mins 50 secs,0,Sp21 - 001
90,62252,3,2021-02-18 17:24:00,27 mins 13 secs,0,Sp21 - 001
91,17830,3,2021-02-19 14:18:00,18 mins 19 secs,0,Sp21 - 001
92,57725,3,2021-02-19 16:27:00,9 mins 20 secs,0,Sp21 - 001
93,16144,3,2021-02-20 12:02:00,37 mins 33 secs,0,Sp21 - 001
94,88009,3,2021-02-20 20:42:00,43 mins 2 secs,1,Sp21 - 001
95,75683,3,2021-02-21 12:03:00,27 mins 21 secs,1,Sp21 - 001
96,44661,3,2021-02-21 20:12:00,14 mins 19 secs,0,Sp21 - 001
97,97692,3,2021-02-21 21:14:00,1 hour 2 mins,1,Sp21 - 001
98,47088,3,2021-02-22 07:32:00,1 hour 1 min,0,Sp21 - 001
99,36585,3,2021-02-22 07:33:00,5 mins 59 secs,1,Sp21 - 001
100,96431,3,2021-02-22 08:57:00,12 mins 39 secs,0,Sp21 - 001
101,57725,3,2021-02-22 11:42:00,14 mins 35 secs,0,Sp21 - 001
102,62783,3,2021-02-22 15:03:00,5 mins 33 secs,1,Sp21 - 001
103,17830,3,2021-02-22 15:43:00,13 mins 5 secs,1,Sp21 - 001
104,77508,3,2021-02-22 16:31:00,24 mins 16 secs,1,Sp21 - 001
105,18832,3,2021-02-22 21:46:00,8 mins 54 secs,0,Sp21 - 001
106,47088,3,2021-02-23 14:11:00,1 hour 1 min,1,Sp21 - 001
107,78555,3,2021-02-23 19:23:00,12 mins 54 secs,0,Sp21 - 001
108,29436,3,2021-02-23 19:24:00,17 mins 55 secs,1,Sp21 - 001
109,83943,3,2021-02-23 21:02:00,36 mins,0,Sp21 - 001
110,57894,3,2021-02-23 21:43:00,24 mins 40 secs,1,Sp21 - 001
111,26815,3,2021-02-23 21:51:00,25 mins 31 secs,0,Sp21 - 001
112,98539,3,2021-02-23 23:06:00,11 mins 18 secs,1,Sp21 - 001
113,58151,3,2021-02-23 23:28:00,20 mins 59 secs,1,Sp21 - 001
114,16144,3,2021-02-25 12:54:00,9 mins 47 secs,1,Sp21 - 001
115,46516,3,2021-02-25 19:12:00,8 mins 4 secs,1,Sp21 - 001
116,38687,3,2021-02-27 16:46:00,33 mins 4 secs,1,Sp21 - 001
117,13358,3,2021-02-28 18:17:00,12 mins 15 secs,1,Sp21 - 001
118,31085,3,2021-03-01 20:21:00,58 mins 12 secs,0,Sp21 - 001
119,78555,3,2021-03-07 20:17:00,9 mins 55 secs,1,Sp21 - 001
120,57725,3,2021-03-11 17:20:00,19 mins 57 secs,1,Sp21 - 001
121,83943,3,2021-03-11 18:31:00,13 mins 53 secs,0,Sp21 - 001
122,44661,3,2021-03-15 23:02:00,13 mins 55 secs,0,Sp21 - 001
123,38873,3,2021-03-22 23:47:00,20 mins 21 secs,0,Sp21 - 001
124,83943,3,2021-03-27 18:37:00,21 mins 23 secs,1,Sp21 - 001
125,26815,3,2021-04-07 23:02:00,16 mins 3 secs,0,Sp21 - 001
126,62252,3,2021-04-16 13:19:00,16 mins 16 secs,1,Sp21 - 001
127,31085,3,2021-04-20 16:47:00,19 mins 15 secs,1,Sp21 - 001
128,26815,3,2021-04-26 20:55:00,19 mins 56 secs,1,Sp21 - 001
129,44661,3,2021-04-27 11:56:00,8 mins 31 secs,1,Sp21 - 001
130,18832,3,2021-05-04 14:05:00,14 mins 51 secs,1,Sp21 - 001
131,96431,3,2021-05-04 22:39:00,20 mins,1,Sp21 - 001
132,98539,4,-,-,0,Sp21 - 001
133,36585,4,2021-02-19 10:30:00,15 mins 49 secs,1,Sp21 - 001
134,68658,4,2021-02-19 12:32:00,20 mins 46 secs,1,Sp21 - 001
135,17830,4,2021-02-19 14:38:00,1 hour 1 min,1,Sp21 - 001
136,14772,4,2021-02-21 11:15:00,20 mins 10 secs,1,Sp21 - 001
137,96431,4,2021-02-22 09:10:00,8 mins 32 secs,0,Sp21 - 001
138,47088,4,2021-02-22 09:17:00,1 hour 1 min,1,Sp21 - 001
139,62783,4,2021-02-22 15:31:00,24 mins 40 secs,1,Sp21 - 001
140,77508,4,2021-02-22 21:48:00,8 mins 51 secs,1,Sp21 - 001
141,38687,4,2021-02-22 21:51:00,28 mins 5 secs,1,Sp21 - 001
142,18832,4,2021-02-22 21:57:00,21 mins 58 secs,1,Sp21 - 001
143,19343,4,2021-02-23 09:00:00,20 mins 44 secs,1,Sp21 - 001
144,88009,4,2021-02-23 19:39:00,14 mins 52 secs,1,Sp21 - 001
145,57725,4,2021-02-24 16:01:00,24 mins 22 secs,0,Sp21 - 001
146,46516,4,2021-02-24 19:07:00,7 mins 29 secs,1,Sp21 - 001
147,16144,4,2021-02-25 12:20:00,32 mins 53 secs,0,Sp21 - 001
148,32314,4,2021-02-25 15:02:00,7 mins 2 secs,1,Sp21 - 001
149,75683,4,2021-02-26 08:50:00,17 mins 32 secs,1,Sp21 - 001
150,13358,4,2021-02-26 10:33:00,14 mins 30 secs,1,Sp21 - 001
151,78555,4,2021-02-26 15:49:00,16 mins 11 secs,0,Sp21 - 001
152,58151,4,2021-02-26 18:17:00,14 mins 38 secs,0,Sp21 - 001
153,83943,4,2021-02-26 18:37:00,6 mins 53 secs,0,Sp21 - 001
154,97692,4,2021-02-26 19:33:00,5 mins 17 secs,1,Sp21 - 001
155,29436,4,2021-02-26 20:47:00,52 mins 16 secs,0,Sp21 - 001
156,44661,4,2021-02-26 21:08:00,25 mins 6 secs,0,Sp21 - 001
157,31085,4,2021-02-26 21:29:00,12 mins 27 secs,0,Sp21 - 001
158,62252,4,2021-02-26 21:32:00,21 mins 14 secs,0,Sp21 - 001
159,57894,4,2021-02-26 21:53:00,56 mins,0,Sp21 - 001
160,26815,4,2021-02-26 22:44:00,23 mins 29 secs,0,Sp21 - 001
161,38873,4,2021-02-26 22:54:00,8 mins 59 secs,0,Sp21 - 001
162,58151,4,2021-03-01 20:43:00,18 mins 3 secs,1,Sp21 - 001
163,57725,4,2021-03-11 17:44:00,35 mins 59 secs,1,Sp21 - 001
164,83943,4,2021-03-11 23:17:00,18 mins 1 sec,0,Sp21 - 001
165,44661,4,2021-03-15 23:22:00,10 mins 48 secs,0,Sp21 - 001
166,29436,4,2021-03-20 23:00:00,9 mins 34 secs,1,Sp21 - 001
167,57894,4,2021-03-25 19:11:00,9 mins 47 secs,1,Sp21 - 001
168,83943,4,2021-03-27 19:00:00,1 hour 1 min,1,Sp21 - 001
169,26815,4,2021-04-07 23:20:00,12 mins 36 secs,1,Sp21 - 001
170,62252,4,2021-04-16 13:59:00,41 mins 19 secs,1,Sp21 - 001
171,16144,4,2021-04-18 13:27:00,13 mins 52 secs,1,Sp21 - 001
172,31085,4,2021-04-20 20:50:00,26 mins 31 secs,0,Sp21 - 001
173,44661,4,2021-04-27 12:06:00,18 mins 25 secs,1,Sp21 - 001
174,78555,4,2021-04-27 21:32:00,12 mins 28 secs,1,Sp21 - 001
175,96431,4,2021-05-04 23:27:00,21 mins 12 secs,1,Sp21 - 001
176,31085,4,2021-05-05 13:09:00,20 mins 49 secs,0,Sp21 - 001
177,31085,4,2021-05-08 11:30:00,25 mins 54 secs,1,Sp21 - 001
178,98539,5,-,-,0,Sp21 - 001
179,19343,5,2021-02-23 09:21:00,13 mins 44 secs,1,Sp21 - 001
180,36585,5,2021-02-23 12:50:00,10 mins 49 secs,1,Sp21 - 001
181,68658,5,2021-02-24 20:51:00,28 mins 12 secs,0,Sp21 - 001
182,75683,5,2021-02-26 09:08:00,16 mins 29 secs,0,Sp21 - 001
183,57725,5,2021-02-26 16:44:00,29 mins 29 secs,0,Sp21 - 001
184,62783,5,2021-02-26 22:17:00,8 mins 5 secs,0,Sp21 - 001
185,47088,5,2021-02-28 08:46:00,13 mins 8 secs,0,Sp21 - 001
186,88009,5,2021-02-28 14:25:00,21 mins 2 secs,0,Sp21 - 001
187,47088,5,2021-02-28 15:38:00,8 mins 15 secs,1,Sp21 - 001
188,17830,5,2021-02-28 17:25:00,30 mins 32 secs,1,Sp21 - 001
189,97692,5,2021-02-28 19:24:00,8 mins 47 secs,1,Sp21 - 001
190,32314,5,2021-03-01 15:28:00,1 hour 3 mins,0,Sp21 - 001
191,16144,5,2021-03-01 16:12:00,13 mins 31 secs,1,Sp21 - 001
192,13358,5,2021-03-01 20:27:00,23 mins 34 secs,1,Sp21 - 001
193,58151,5,2021-03-01 21:01:00,15 mins 18 secs,1,Sp21 - 001
194,96431,5,2021-03-01 23:31:00,25 mins 22 secs,1,Sp21 - 001
195,46516,5,2021-03-02 09:51:00,8 mins 28 secs,0,Sp21 - 001
196,18832,5,2021-03-02 12:44:00,13 mins 46 secs,0,Sp21 - 001
197,38687,5,2021-03-02 16:22:00,34 mins 12 secs,1,Sp21 - 001
198,14772,5,2021-03-02 16:28:00,11 mins 44 secs,0,Sp21 - 001
199,83943,5,2021-03-02 18:03:00,25 mins 47 secs,1,Sp21 - 001
200,31085,5,2021-03-02 19:35:00,24 mins 15 secs,1,Sp21 - 001
201,78555,5,2021-03-02 19:41:00,8 mins 56 secs,0,Sp21 - 001
202,62252,5,2021-03-02 19:47:00,39 mins 14 secs,1,Sp21 - 001
203,26815,5,2021-03-02 19:57:00,8 mins 21 secs,1,Sp21 - 001
204,57894,5,2021-03-02 20:44:00,12 mins 58 secs,1,Sp21 - 001
205,44661,5,2021-03-02 20:50:00,17 mins 5 secs,1,Sp21 - 001
206,29436,5,2021-03-02 22:29:00,21 mins 6 secs,1,Sp21 - 001
207,77508,5,2021-03-02 22:38:00,14 mins 36 secs,1,Sp21 - 001
208,68658,5,2021-03-04 13:51:00,15 mins 10 secs,1,Sp21 - 001
209,75683,5,2021-03-04 20:17:00,20 mins,0,Sp21 - 001
210,57725,5,2021-03-11 17:54:00,24 mins 18 secs,1,Sp21 - 001
211,88009,5,2021-03-14 13:45:00,14 mins 27 secs,0,Sp21 - 001
212,75683,5,2021-03-16 21:48:00,9 mins 26 secs,1,Sp21 - 001
213,14772,5,2021-03-22 18:38:00,18 mins 2 secs,0,Sp21 - 001
214,88009,5,2021-03-23 09:04:00,14 mins 21 secs,1,Sp21 - 001
215,32314,5,2021-03-24 13:38:00,5 mins 11 secs,1,Sp21 - 001
216,38873,5,2021-03-24 16:57:00,9 mins 29 secs,0,Sp21 - 001
217,14772,5,2021-03-29 19:43:00,8 mins 34 secs,1,Sp21 - 001
218,62783,5,2021-04-27 18:44:00,9 mins 10 secs,1,Sp21 - 001
219,18832,5,2021-05-04 18:38:00,36 mins 37 secs,0,Sp21 - 001
220,18832,5,2021-05-07 21:39:00,6 mins 1 sec,1,Sp21 - 001
221,46516,5,2021-05-08 13:54:00,12 mins 1 sec,0,Sp21 - 001
222,46516,6,-,-,0,Sp21 - 001
223,13358,6,-,-,0,Sp21 - 001
224,68658,6,2021-02-26 08:50:00,9 mins 57 secs,0,Sp21 - 001
225,62783,6,2021-02-26 22:26:00,16 mins 41 secs,0,Sp21 - 001
226,36585,6,2021-02-27 10:56:00,8 mins 11 secs,1,Sp21 - 001
227,47088,6,2021-02-28 10:12:00,17 mins 33 secs,1,Sp21 - 001
228,17830,6,2021-02-28 18:02:00,23 mins 6 secs,1,Sp21 - 001
229,97692,6,2021-02-28 19:34:00,29 mins 46 secs,1,Sp21 - 001
230,68658,6,2021-03-01 19:29:00,16 mins 21 secs,0,Sp21 - 001
231,19343,6,2021-03-02 09:12:00,10 mins 22 secs,0,Sp21 - 001
232,14772,6,2021-03-02 16:43:00,19 mins 34 secs,0,Sp21 - 001
233,38687,6,2021-03-02 16:56:00,23 mins 47 secs,0,Sp21 - 001
234,75683,6,2021-03-03 13:45:00,47 mins 28 secs,0,Sp21 - 001
235,32314,6,2021-03-03 18:19:00,14 mins 57 secs,0,Sp21 - 001
236,68658,6,2021-03-04 14:07:00,10 mins 53 secs,1,Sp21 - 001
237,57725,6,2021-03-04 15:44:00,25 mins 31 secs,1,Sp21 - 001
238,18832,6,2021-03-04 18:50:00,10 mins 51 secs,0,Sp21 - 001
239,88009,6,2021-03-04 19:43:00,14 mins 33 secs,0,Sp21 - 001
240,16144,6,2021-03-06 13:08:00,13 mins 22 secs,0,Sp21 - 001
241,96431,6,2021-03-07 11:40:00,12 mins 41 secs,0,Sp21 - 001
242,77508,6,2021-03-07 20:32:00,10 mins 36 secs,0,Sp21 - 001
243,62252,6,2021-03-09 15:19:00,45 mins 51 secs,0,Sp21 - 001
244,19343,6,2021-03-09 15:23:00,9 mins 13 secs,0,Sp21 - 001
245,98539,6,2021-03-09 17:12:00,10 mins 4 secs,0,Sp21 - 001
246,78555,6,2021-03-09 19:59:00,13 mins 42 secs,0,Sp21 - 001
247,75683,6,2021-03-09 20:13:00,19 mins 18 secs,0,Sp21 - 001
248,26815,6,2021-03-09 20:50:00,37 mins 50 secs,0,Sp21 - 001
249,58151,6,2021-03-09 21:03:00,7 mins 54 secs,0,Sp21 - 001
250,57894,6,2021-03-09 21:35:00,24 mins 24 secs,1,Sp21 - 001
251,29436,6,2021-03-09 21:39:00,35 mins 34 secs,0,Sp21 - 001
252,31085,6,2021-03-09 22:23:00,14 mins 23 secs,0,Sp21 - 001
253,38687,6,2021-03-09 22:50:00,31 mins 30 secs,1,Sp21 - 001
254,83943,6,2021-03-09 23:06:00,18 mins 31 secs,0,Sp21 - 001
255,44661,6,2021-03-11 16:07:00,22 mins 6 secs,0,Sp21 - 001
256,88009,6,2021-03-14 14:03:00,12 mins 55 secs,1,Sp21 - 001
257,77508,6,2021-03-15 14:31:00,17 mins 33 secs,1,Sp21 - 001
258,16144,6,2021-03-20 15:29:00,16 mins 42 secs,0,Sp21 - 001
259,75683,6,2021-03-21 21:27:00,13 mins 57 secs,0,Sp21 - 001
260,14772,6,2021-03-22 18:58:00,13 mins 49 secs,1,Sp21 - 001
261,19343,6,2021-03-24 13:17:00,13 mins 5 secs,1,Sp21 - 001
262,32314,6,2021-03-24 13:44:00,6 mins 35 secs,1,Sp21 - 001
263,38873,6,2021-03-24 17:07:00,9 mins 1 sec,0,Sp21 - 001
264,16144,6,2021-03-26 11:46:00,10 mins 52 secs,1,Sp21 - 001
265,75683,6,2021-03-31 19:55:00,8 mins 42 secs,0,Sp21 - 001
266,26815,6,2021-04-07 23:34:00,15 mins 34 secs,0,Sp21 - 001
267,58151,6,2021-04-12 23:07:00,15 mins 50 secs,0,Sp21 - 001
268,75683,6,2021-04-13 13:53:00,14 mins 2 secs,1,Sp21 - 001
269,29436,6,2021-04-22 20:11:00,17 mins 41 secs,1,Sp21 - 001
270,58151,6,2021-04-26 23:57:00,8 mins 5 secs,1,Sp21 - 001
271,31085,6,2021-04-27 21:02:00,45 mins 27 secs,0,Sp21 - 001
272,78555,6,2021-04-27 21:46:00,13 mins 9 secs,0,Sp21 - 001
273,44661,6,2021-04-27 23:12:00,28 mins 27 secs,0,Sp21 - 001
274,62783,6,2021-04-28 21:34:00,16 mins 7 secs,0,Sp21 - 001
275,83943,6,2021-04-29 20:42:00,15 mins 26 secs,0,Sp21 - 001
276,78555,6,2021-05-03 16:57:00,5 mins 28 secs,1,Sp21 - 001
277,98539,6,2021-05-03 21:58:00,11 mins 55 secs,1,Sp21 - 001
278,18832,6,2021-05-04 19:16:00,11 mins 23 secs,0,Sp21 - 001
279,31085,6,2021-05-05 13:47:00,28 mins 55 secs,1,Sp21 - 001
280,96431,6,2021-05-05 16:25:00,44 mins 22 secs,1,Sp21 - 001
281,62252,6,2021-05-06 20:02:00,53 mins 54 secs,1,Sp21 - 001
282,26815,6,2021-05-06 21:18:00,10 mins 40 secs,1,Sp21 - 001
283,18832,6,2021-05-07 21:50:00,15 mins 48 secs,1,Sp21 - 001
284,44661,6,2021-05-07 23:47:00,13 mins 2 secs,1,Sp21 - 001
285,83943,6,2021-05-08 14:21:00,12 mins 31 secs,1,Sp21 - 001
286,62783,6,2021-05-08 21:13:00,10 mins 23 secs,1,Sp21 - 001
287,32314,7,-,-,0,Sp21 - 001
288,62252,7,-,-,0,Sp21 - 001
289,13358,7,-,-,0,Sp21 - 001
290,62783,7,-,-,0,Sp21 - 001
291,68658,7,2021-03-01 16:48:00,21 mins 57 secs,1,Sp21 - 001
292,19343,7,2021-03-02 09:21:00,8 mins 20 secs,1,Sp21 - 001
293,36585,7,2021-03-02 13:15:00,7 mins 29 secs,1,Sp21 - 001
294,17830,7,2021-03-03 23:40:00,19 mins 56 secs,1,Sp21 - 001
295,57725,7,2021-03-04 16:18:00,23 mins 30 secs,1,Sp21 - 001
296,88009,7,2021-03-04 20:11:00,34 mins 44 secs,0,Sp21 - 001
297,38687,7,2021-03-05 14:31:00,59 mins 53 secs,0,Sp21 - 001
298,14772,7,2021-03-06 08:59:00,13 mins 58 secs,1,Sp21 - 001
299,77508,7,2021-03-07 20:44:00,19 mins 24 secs,0,Sp21 - 001
300,47088,7,2021-03-08 09:44:00,8 mins 2 secs,0,Sp21 - 001
301,96431,7,2021-03-09 15:02:00,19 mins 29 secs,0,Sp21 - 001
302,18832,7,2021-03-09 15:43:00,11 mins 10 secs,1,Sp21 - 001
303,16144,7,2021-03-09 15:49:00,23 mins 18 secs,1,Sp21 - 001
304,98539,7,2021-03-09 17:23:00,28 mins 34 secs,1,Sp21 - 001
305,78555,7,2021-03-09 20:13:00,18 mins 8 secs,0,Sp21 - 001
306,75683,7,2021-03-09 20:34:00,25 mins 48 secs,0,Sp21 - 001
307,58151,7,2021-03-09 20:40:00,22 mins 15 secs,1,Sp21 - 001
308,26815,7,2021-03-09 21:28:00,46 mins 18 secs,1,Sp21 - 001
309,57894,7,2021-03-09 22:00:00,20 mins 23 secs,0,Sp21 - 001
310,29436,7,2021-03-09 22:15:00,51 mins 44 secs,0,Sp21 - 001
311,31085,7,2021-03-09 22:37:00,15 mins 32 secs,1,Sp21 - 001
312,46516,7,2021-03-09 23:02:00,12 mins 8 secs,0,Sp21 - 001
313,83943,7,2021-03-09 23:26:00,12 mins 13 secs,0,Sp21 - 001
314,47088,7,2021-03-11 13:57:00,26 mins 30 secs,1,Sp21 - 001
315,44661,7,2021-03-11 18:59:00,45 mins 5 secs,0,Sp21 - 001
316,97692,7,2021-03-12 12:52:00,10 mins 9 secs,1,Sp21 - 001
317,88009,7,2021-03-14 14:22:00,15 mins 26 secs,1,Sp21 - 001
318,38687,7,2021-03-15 13:17:00,59 mins 55 secs,0,Sp21 - 001
319,77508,7,2021-03-15 16:24:00,16 mins 51 secs,1,Sp21 - 001
320,75683,7,2021-03-22 10:18:00,15 mins 24 secs,1,Sp21 - 001
321,38687,7,2021-03-24 18:45:00,27 mins 55 secs,1,Sp21 - 001
322,38873,7,2021-03-24 19:53:00,28 mins 37 secs,0,Sp21 - 001
323,57894,7,2021-03-25 19:21:00,22 mins 9 secs,1,Sp21 - 001
324,29436,7,2021-04-14 21:14:00,16 mins 15 secs,1,Sp21 - 001
325,83943,7,2021-04-29 20:58:00,18 mins 26 secs,1,Sp21 - 001
326,46516,7,2021-05-02 12:07:00,11 mins 16 secs,1,Sp21 - 001
327,96431,7,2021-05-05 17:21:00,20 mins 8 secs,0,Sp21 - 001
328,96431,7,2021-05-07 00:16:00,9 mins 48 secs,1,Sp21 - 001
329,44661,7,2021-05-08 00:53:00,15 mins 5 secs,0,Sp21 - 001
330,78555,8,2021-03-31 15:42:00,17 mins 34 secs,1,Sp21 - 001
331,13358,8,2021-03-14 20:13:00,8 mins 8 secs,1,Sp21 - 001
332,75683,8,2021-03-10 13:52:00,8 mins 55 secs,0,Sp21 - 001
333,75683,8,2021-03-21 21:42:00,9 mins 53 secs,1,Sp21 - 001
334,32314,8,2021-03-10 15:33:00,1 hour 1 min,1,Sp21 - 001
335,16144,8,2021-03-16 13:42:00,14 mins 32 secs,1,Sp21 - 001
336,57894,8,2021-03-16 21:54:00,19 mins 35 secs,1,Sp21 - 001
337,57725,8,2021-03-12 15:01:00,23 mins 19 secs,1,Sp21 - 001
338,58151,8,2021-03-11 19:42:00,6 mins,1,Sp21 - 001
339,77508,8,2021-03-16 22:02:00,13 mins 8 secs,1,Sp21 - 001
340,97692,8,2021-03-12 09:48:00,2 mins 44 secs,1,Sp21 - 001
341,44661,8,2021-03-15 10:34:00,1 hour 1 min,0,Sp21 - 001
342,44661,8,2021-05-05 23:19:00,17 mins 50 secs,1,Sp21 - 001
343,96431,8,2021-03-09 22:10:00,14 mins 46 secs,1,Sp21 - 001
344,88009,8,2021-03-14 13:33:00,7 mins 7 secs,1,Sp21 - 001
345,62252,8,-,-,0,Sp21 - 001
